Country,CountryCode,Year,GDP_growth,Tax_revenue_percent_GDP,Poverty_rate,Unemployment_rate,FDI_percent_GDP,Current_account_balance_percent_GDP,Urbanization_rate,Population_total,Population_growth_rate,Agriculture_value_added_percent_GDP,Industry_value_added_percent_GDP,Services_value_added_percent_GDP,Gini_index,Gross_capital_formation_percent_GDP,Trade_percent_GDP,R&D_expenditure_percent_GDP,School_enrollment_secondary,School_enrollment_tertiary,Adult_literacy_rate,Education_expenditure_percent_GDP,Pupil_teacher_ratio_primary,Access_to_electricity_percent,Internet_users_per_100,Mobile_subscriptions_per_100,Logistics_Performance_Index,Life_expectancy,Health_expenditure_percent_GDP,Under5_mortality_rate,Gov_Effectiveness,Control_Corruption,Reg_Quality,Rule_of_Law,Political_Stability,Voice_Accountability,Exports_percent_GDP,Patent_applications_residents
Czechia,CZ,2019,3.56577658128261,14.524571696195,0.0,2.015,4.18705737619005,0.356195094422183,73.921,10671870,0.393788864202175,1.89151770908811,30.8172927602906,57.8053442859741,25.3,26.171850655873,138.154609993871,1.92734003067017,100.21556854248,66.8802185058594,,4.54246997833252,,100.0,80.9,124.126,,79.2292682926829,7.61342955,3.0,0.919642746448517,0.533485949039459,1.23532867431641,1.01709353923798,0.941995680332184,0.834152519702911,72.1248511386482,765.0
Czechia,CZ,2020,-5.30487955463876,14.0731168065984,0.0,2.55,3.39114066226469,1.78520080795831,74.061,10697858,0.243222682211879,1.94399138825301,29.6728490106408,59.5821298700586,26.2,24.7302051809802,128.780430305965,1.98599004745483,99.3292617797852,67.1843719482422,,4.72159004211426,,100.0,81.3,123.219,,78.2268292682927,9.15721989,2.9,0.910964906215668,0.55544102191925,1.23466849327087,1.01845061779022,0.912328004837036,0.978554964065552,67.7609732344735,673.0
Czechia,CZ,2021,4.02901832055149,12.9358385035563,0.1,2.803,4.430295245862,-2.04624111898244,74.214,10505772,-1.81187141002542,1.75886666492278,28.5164055991395,60.8665523629247,26.2,28.1285338444502,137.378116302868,1.99600994586945,102.089942932129,69.8369293212891,,4.80319976806641,,100.0,82.7,126.173,,77.2219512195122,9.45247459,2.8,1.06974017620087,0.615270674228668,1.34087228775024,1.09040725231171,0.947537839412689,1.00824761390686,70.550045142844,541.0
Czechia,CZ,2022,2.8471706583814,12.6419883935481,0.0,2.224,3.02937517288668,-4.52048439437013,74.377,10672118,1.5709725672011,2.07634975500264,29.2185730464326,59.7439357764226,25.9,31.0333010301464,144.011494109397,1.96420001983643,102.935562133789,70.8145904541016,,,,100.0,84.5,128.105,3.3,78.9292682926829,8.79904652,2.7,1.09341883659363,0.663074553012848,1.38589835166931,1.1003965139389,0.814114570617676,1.04114127159119,72.4094281428088,
Czechia,CZ,2023,-0.0552618201120225,,,2.579,3.46484570722217,-0.126083537613525,74.552,10864042,1.78238907045946,1.73051802132905,30.420968460049,59.6714089650914,,28.0166851129247,132.956943913575,,,,,,,100.0,86.0,126.005,,79.8780487804878,8.53962803,2.6,1.1140114068985,0.767809867858887,1.30448853969574,1.14218366146088,0.967361629009247,1.07654917240143,68.977944295801,
Czechia,CZ,2024,1.12038462698665,,,2.506,3.78260645359308,1.75253043254694,74.738,10882164,0.166668192097377,1.49926491690634,30.2336674173748,59.4978140999386,,26.0406790502504,131.915401716638,,,,,,,,,,,,,,,,,,,,69.2393597081089,
Denmark,DK,2014,1.27799983192831,36.5850723841222,0.2,6.925,1.86415567840611,8.33724641683406,87.41,5643475,0.507053283010163,1.35342720224903,19.4044479337978,65.9892898028769,28.4,20.1482030437865,103.210859225139,2.9140899181366,132.451354980469,81.3143615722656,,7.634850025177,10.73738,100.0,96.0,126.869,3.78252,80.7,10.30918217,4.1,1.78492867946625,2.25215744972229,1.6811044216156,2.10073828697205,0.951779723167419,1.5245566368103,54.8334037514843,1377.0
Denmark,DK,2015,2.10441456445301,34.1560427381574,0.2,6.278,0.61075067778712,7.95393817418837,87.526,5683483,0.706423849687002,0.908318060929302,19.5644428511085,66.268123644985,28.2,20.5435311718122,105.130362453899,3.05497002601624,133.795471191406,83.300407409668,,7.01041460037231,,100.0,96.3,124.554,,80.7024390243902,10.34411812,4.1,1.79474246501923,2.18585419654846,1.72294008731842,2.01513481140137,0.887059271335602,1.55306839942932,55.8143215733858,1462.0
Denmark,DK,2016,3.07304549209093,33.4903267444358,0.3,5.989,2.49983169836595,7.0785087767559,87.642,5728010,0.780392644135167,0.92879780499665,20.2319629319966,65.5816572655399,28.2,21.680712423112,101.452783808643,3.09282994270325,131.441299438477,82.1714935302734,,7.69106006622314,,100.0,97.0,121.941,3.815794,80.8536585365854,10.25162029,4.0,1.82117700576782,2.20300269126892,1.56364238262177,1.88294720649719,0.852912425994873,1.54204452037811,53.7439528985173,1552.0
Denmark,DK,2017,3.05647723922718,33.2797095205553,0.1,5.833,1.08780490285887,7.36024532050307,87.757,5764980,0.643350903737356,1.25985806734514,20.4236252284711,65.2651305462279,28.7,21.9568242214893,104.215676920442,2.93124008178711,130.324432373047,81.3220062255859,,7.11585998535156,,100.0,97.1,123.862,,81.1024390243903,10.09825516,4.0,1.74683058261871,2.190749168396,1.61215782165527,1.80426836013794,0.854937553405762,1.51810312271118,55.3459515613736,1490.0
Denmark,DK,2018,1.8600074900921,32.3839236687064,0.2,5.131,2.46670057625106,6.24457266735134,87.874,5793636,0.495838925879129,0.99704488734783,20.5755636281273,65.1569808657312,28.2,22.5323146804877,108.813985501909,2.96602988243103,129.849563598633,81.1405487060547,,7.29690980911255,,100.0,97.3,124.55,3.99,80.9536585365854,10.09764194,3.9,1.81060206890106,2.15699577331543,1.62839412689209,1.77322614192963,0.931982338428497,1.57402217388153,56.9833683807386,1262.0
Denmark,DK,2019,1.71140093932736,34.9773905428147,0.3,5.018,-1.10067098319484,7.42526960323986,87.994,5814422,0.358130915892652,1.24122741169144,20.6402200527554,65.1563499910143,27.7,21.8859998750194,111.891475065653,2.89685010910034,129.311126708984,81.6945877075195,,7.25505018234253,,100.0,98.0,124.573,,81.4512195121951,10.1524353,3.8,1.87326776981354,2.12164855003357,1.5476325750351,1.83337736129761,0.967598736286163,1.54343402385712,58.9506079167167,1351.0
Denmark,DK,2020,-1.78010601831291,34.470930251185,0.2,5.637,0.36387453868222,7.23112965395449,88.116,5831404,0.291641177476633,1.33752008668451,19.5550544065806,65.9864386706891,27.5,22.7626532555055,104.433432671151,2.97257995605469,129.995193481445,82.6643295288086,,7.38354015350342,,100.0,96.5,124.37,,81.6024390243903,10.71854591,3.7,1.8400673866272,2.23648619651794,1.78572452068329,1.80679368972778,0.920233726501465,1.5147852897644,55.0368973244514,1261.0
Denmark,DK,2021,7.38206633449863,35.004012294038,0.2,5.043,4.16214345185472,8.65914472386698,88.24,5856733,0.433414489409722,0.989499885689885,19.796771565732,66.3992992151053,28.3,23.6020021691337,111.414043682799,2.76142001152039,131.772018432617,83.982292175293,,6.99992990493774,,100.0,98.9,125.604,,81.4048780487805,10.74728584,3.6,1.95973408222198,2.33337140083313,1.79559290409088,1.89572131633759,0.928662657737732,1.5449755191803,58.8254237804554,1090.0
Denmark,DK,2022,1.54017307357893,30.6692719191866,0.2,4.434,7.66793351091879,11.5656223681511,88.367,5903037,0.787502464739957,0.789585486727465,20.8355183946708,66.5445137985789,29.3,24.6939180177246,131.54315114232,2.89051008224487,130.326995849609,84.5866088867188,,5.29643440246582,,100.0,97.9,126.484,4.1,81.3048780487805,9.4758625,3.5,1.9901350736618,2.40263819694519,1.84312748908997,1.8995805978775,0.86891770362854,1.59125435352325,70.5484698289144,
Denmark,DK,2023,2.49518434516773,31.404169068147,,5.094,1.12428584664882,9.84084615992846,88.495,5946952,0.741185515720057,0.756712776534002,23.4885652894018,64.424784991723,,22.8265168619473,127.768567480091,,,,,,,100.0,98.8,126.919,,81.8536585365854,9.41784573,3.4,2.01564884185791,2.37605309486389,1.83951985836029,1.90893590450287,0.850847959518433,1.66469931602478,67.9596433833598,
Denmark,DK,2024,3.67619734971929,,,5.587,4.21460934217406,13.0167339721653,88.626,5976992,0.503861198167737,0.742434188879278,23.9934899875106,64.0388682850383,,21.6348074160539,128.643001518784,,,,,,,,99.8,,,,,,,,,,,,69.7269725665829,
Dominican Republic,DO,2014,7.11122629673892,13.4195317720907,4.1,6.719,3.55938801753347,-3.23841188766659,77.67,10315528,1.18674032060011,4.83780303264764,28.3860007406051,60.4426676510354,44.3,22.3946076084169,55.6601041506633,,80.1145401000977,49.3192710876465,92.0,3.62243437767029,20.56358,98.5,49.6,80.4955,2.860551,73.145,4.79757166,35.0,-0.456834703683853,-0.842135190963745,0.0333384610712528,-0.383904725313187,0.145934492349625,0.188916221261024,25.4069026925032,16.0
Dominican Republic,DO,2015,6.98771131236387,12.9465144403685,3.3,7.605,3.13851060913817,-1.8040834790462,78.566,10434829,1.14988204322301,5.05883234424627,26.9345632876959,61.0297558973097,45.2,22.6506907232187,52.3471238667007,,79.9378890991211,51.7471084594727,92.0,3.6040027141571,18.29098,98.6,54.2,84.3066,,72.982,4.72216797,35.0,-0.394820213317871,-0.873729884624481,0.0140787828713655,-0.529519259929657,0.227570921182632,0.154222220182419,24.0368347236543,25.0
Dominican Republic,DO,2016,6.71974078681295,13.0122120950846,3.0,7.284,3.33024928523507,-1.07831727382895,79.436,10551430,1.11122425240832,5.02704510564373,25.8795514870557,62.0130672048251,45.7,22.1728652705364,51.7306571245477,,80.0944671630859,54.4990005493164,94.0,3.85049557685852,18.52102,98.9,63.9,82.5303,2.62728,72.889,4.57663107,35.0,-0.290739774703979,-0.810472190380096,-0.009296678006649,-0.394124180078506,0.241259410977364,0.181855902075768,24.1938670386292,28.0
Dominican Republic,DO,2017,3.93386176401576,13.2405929902511,1.5,5.832,4.55025610026855,-0.168331272949704,80.277,10666843,1.08787494846018,4.83760934052653,25.7840049829017,62.1317869930781,42.2,21.1809206285418,50.7595355508472,,79.9406814575195,59.9155883789062,,3.9202675819397,18.91694,100.0,67.6,82.2092,,73.37,4.49336958,35.0,-0.38338103890419,-0.787598609924316,-0.0386812426149845,-0.428010761737823,0.152073904871941,0.159204080700874,24.1797519638034,20.0
Dominican Republic,DO,2018,7.09751640210159,13.1860453348741,1.1,5.861,3.22902365102652,-1.55480224260577,81.074,10782053,1.07428473724925,4.57147323875274,26.9196437003489,61.067519765139,43.7,25.2022908220767,52.3351709577013,,80.2159271240234,63.146240234375,,3.91821074485779,18.92322,98.9,74.8,82.8937,2.66,73.555,4.12601566,34.7,-0.38873553276062,-0.830888628959656,-0.0285366922616959,-0.365240544080734,0.012300387956202,0.124981448054314,23.993089643769,17.0
Dominican Republic,DO,2019,4.8940301149584,13.3507977295028,1.0,6.356,3.17366550445317,-1.33253119353172,81.828,10894043,1.0333133463082,4.32511956961036,27.3564369481505,60.9652850214225,41.9,25.2348623794613,50.912982200697,,81.8562393188477,64.3841323852539,,4.04276895523071,,99.0,79.7,82.1376,,73.112,4.23948717,34.3,-0.351295411586761,-0.838990390300751,-0.0187732968479395,-0.320300966501236,-0.003112269565463,0.17925138771534,23.325332586795,23.0
Dominican Republic,DO,2020,-7.92905234231061,12.5090343908959,1.3,6.126,3.13265976088131,-1.69224227999815,82.54,11008300,1.04334076460591,4.52252840237889,28.8243175766758,60.0654313134599,39.6,24.879515915457,44.7331613466756,,80.0444107055664,58.7264099121094,,4.51769828796387,,100.0,81.6,81.6619,,72.636,4.93967104,33.8,-0.281447857618332,-0.750963449478149,0.0231650732457638,-0.171013608574867,0.164981201291084,0.237134993076324,18.7972072415048,10.0
Dominican Republic,DO,2021,14.0124289062207,14.363500378044,1.3,7.702,3.53154938314388,-2.83108026347322,83.213,11123476,1.04082961778304,4.21567590284055,30.8689593199686,57.806877007564,38.5,30.2749635460096,51.9500227303115,,75.7044830322266,56.4690818786621,,3.74731349945068,,98.1,85.2,87.5208,,71.757,4.91807747,33.1,-0.0025712272617965,-0.590438902378082,0.0779508575797081,-0.11635073274374,0.287386029958725,0.294744700193405,21.5282997986043,7.0
Dominican Republic,DO,2022,5.23795652902595,13.9061030281253,1.0,5.504,3.56897098132173,-5.77107013816738,83.848,11230734,0.959629735113671,4.15371984188711,30.8255427451738,58.3198656685618,37.0,30.6705570734763,54.3781976712844,,76.5283203125,55.1665306091309,95.5,3.94027137756348,,98.1,81.5,90.376,2.6,74.211,4.57254791,32.2,-0.0684610605239868,-0.439807772636414,0.0695477873086929,-0.0933533534407616,0.249287635087967,0.313117146492004,22.0261866198241,
Dominican Republic,DO,2023,2.19229848237939,14.4534857399977,1.3,5.555,3.94375586800192,-3.66805408423949,84.446,11331265,0.891159203732232,4.29425303998525,29.3086832346831,59.5911487632596,38.4,27.8145628515185,49.8436131764417,,72.2825393676758,,,,,99.6,84.6,91.8676,,73.72,,31.4,0.12803441286087,-0.449474930763245,0.171186909079552,-0.128592282533646,0.239014014601707,0.325887054204941,21.3233165320401,
Dominican Republic,DO,2024,4.95169687182482,,,5.473,3.6013993607877,-3.35301311831687,85.011,11427557,0.846199988604412,4.45398448187972,28.724388436827,59.8121925635257,,26.9980468938553,51.7835143952326,,,,,,,,,,,,,,,,,,,,22.7679273981921,
Ecuador,EC,2014,4.22606520388456,14.0206757250712,4.0,3.48,0.751953401658059,-0.651047970913704,63.261,16035124,1.43205886583809,7.40439967003185,35.7119955282529,52.8341973543552,45.0,24.7058907826623,61.4263766217565,0.438389986753464,102.590339660645,,94.0,5.21020984649658,24.70893,99.0,45.6,103.559,2.710986,76.141,6.76601839,15.9,-0.385554224252701,-0.741118490695953,-0.920283794403076,-0.970792293548584,-0.0185332093387842,-0.202547445893288,31.3550366940318,24.0
Ecuador,EC,2015,0.119692109287612,16.3890534868359,4.8,3.616,1.36067004574538,-2.28484408591192,63.398,16266225,1.43093059839379,8.02049629728797,28.0900423392523,57.6066295867738,46.0,22.6864358338097,47.8280397077826,,100.791786193848,44.5371513366699,94.0,5.10570001602173,25.10819,98.8,48.9,79.5746,,76.222,7.76786041,15.3,-0.394527703523636,-0.672376871109009,-1.14157736301422,-0.956418454647064,-0.147344976663589,-0.211860507726669,22.754485726599,20.0
Ecuador,EC,2016,-0.687954245877947,14.5417706457609,5.0,4.597,0.784918214645463,0.921880823309631,63.534,16505139,1.45809147770557,8.07212585894998,27.5339637947157,58.567451344755,45.0,20.2460508591084,40.5344917996647,,99.5687026977539,,94.0,4.36274814605713,25.09592,98.7,54.1,84.1088,2.779081,76.094,7.58817482,14.8,-0.383570671081543,-0.68079274892807,-0.958474397659302,-0.649083614349365,-0.0917104333639145,-0.247269630432129,20.53929115589,45.0
Ecuador,EC,2017,5.97039880954841,13.6893043126773,4.3,3.836,0.605382053760916,-0.388423584941,63.67,16759519,1.52946083980042,7.90222040951574,28.4680086969835,58.0552249529581,44.7,22.4803878213361,43.6177233172817,,97.3971099853516,,93.0,4.6142578125,24.48003,99.2,55.8,87.4214,,76.22,7.52484131,14.4,-0.352247714996338,-0.626104652881622,-1.02358734607697,-0.718140542507172,-0.0789320766925812,-0.172362104058266,21.4855873912769,16.0
Ecuador,EC,2018,1.04429460679607,14.2925485653785,4.7,3.53,1.29449498785183,-1.53396782171926,63.821,17049547,1.71572391035149,7.64505994805811,28.0147488586162,58.7476436434848,45.4,22.5404393330524,48.0093476154836,,96.0210418701172,47.3311805725098,,4.62145519256592,24.26216,98.7,57.5,92.5118,2.88,77.248,7.83214045,14.1,-0.317793667316437,-0.629500389099121,-0.886888802051544,-0.663264274597168,-0.0947211682796478,0.0008326754905283,23.5438701347327,34.0
Ecuador,EC,2019,0.1654044646003,13.4008895884716,4.6,3.812,0.910478125632776,-0.507366812406181,63.986,17340021,1.68935479627168,7.78676459859086,26.6504631266844,59.4371120144712,45.7,21.04923118303,48.0828494933307,,94.7315368652344,47.2627792358398,,4.2457799911499,,99.1,59.2,91.4249,,77.286,7.80768251,13.8,-0.367696136236191,-0.509275019168854,-0.796693980693817,-0.542950987815857,-0.238217756152153,0.0317208766937256,24.0486345985713,29.0
Ecuador,EC,2020,-9.24509619165865,12.9414345922817,8.4,6.127,1.16240901535428,2.09143069539629,64.166,17546065,1.18125258230486,8.38574905899645,23.9811344799811,61.3211703446141,47.3,17.5849129748726,43.9893109378389,,94.6894073486328,56.9066314697266,94.0,4.26103019714355,,98.9,70.7,88.2555,,72.004,8.6576252,13.6,-0.470506340265274,-0.504086554050446,-0.871133387088776,-0.540949642658234,-0.270243227481842,-0.0146998642012477,23.2835621642424,33.0
Ecuador,EC,2021,9.42189269033631,12.73586840639,5.3,4.552,0.605259148746599,2.74108928085797,64.361,17682454,0.774314023514489,8.07999983280318,27.3494898826986,58.4590001216096,45.8,20.7476106763154,53.261275610573,,95.227783203125,,94.0,3.64776992797852,,100.0,69.1,94.9506,,72.746,8.20646191,13.4,-0.241593524813652,-0.59461385011673,-0.719614744186401,-0.354992210865021,-0.25738736987114,0.0996665507555008,27.0659755840025,35.0
Ecuador,EC,2022,5.86842354862311,13.0891981784206,4.4,3.761,0.759506672975332,1.83956449977501,64.57,17823897,0.796723652034201,7.39303992355462,29.5835905417542,58.2031787469141,45.5,22.4059052025305,61.880792818786,,94.7636413574219,59.8797798156738,94.0,3.59897994995117,,100.0,69.7,98.1309,,76.577,7.53457022,13.2,-0.309278339147568,-0.63026487827301,-0.45972153544426,-0.620780825614929,-0.37122431397438,0.0273947101086378,30.9252456928287,
Ecuador,EC,2023,1.98823813984235,,4.7,3.51,0.392113816287909,1.83036009695549,64.792,17980083,0.872456027022398,7.99547363333803,27.5754259552504,58.6215899574019,44.6,20.650593270293,56.9977535649091,,93.4162673950195,,,3.89365005493164,,98.7,72.7,101.032,,77.392,,13.1,-0.494244992733002,-0.647337436676025,-0.718200981616974,-0.957790791988373,-0.338139981031418,-0.061911303550005,28.5659295875425,
Ecuador,EC,2024,-2.00125476341026,,,4.773,0.186173788558343,5.68058120999323,65.029,18135478,0.860548498593581,9.47610095074641,26.5126558399741,57.156644024501,,18.4824073547769,57.2031395531255,,,,,,,,77.2,,,,,,,,,,,,30.2786006784668,
El Salvador,SV,2014,1.7293998423459,16.7087952019765,7.0,4.154,2.2408951362935,-5.37138698730118,68.874,6162955,0.392073398284828,5.86687215376832,26.0135339989829,59.4191153461598,41.6,16.397215655674,78.1044257477935,0.0937699973583221,72.4806365966797,27.3663196563721,,3.82416009902954,,95.1,24.8,149.171,2.960467,71.144,8.5989418,15.2,-0.025264136493206,-0.375204563140869,0.222213238477707,-0.469334870576859,-0.0245900042355061,0.152574792504311,29.5528752334192,
El Salvador,SV,2015,2.40000008852115,16.7526849094045,5.3,3.998,2.10997804482034,-3.2159293549397,69.7,6183676,0.335654632494608,5.52976674016479,25.2889295441979,60.0130385216637,40.6,16.0169876236441,76.5602707370519,0.143480002880096,70.6981887817383,27.2137393951416,88.0,3.90987992286682,29.69441,95.4,26.8,150.948,,70.952,8.75833225,14.5,-0.285931020975113,-0.447838723659515,0.0679868832230568,-0.616807520389557,-0.0204960480332375,0.152256041765213,29.4861730232304,7.0
El Salvador,SV,2016,2.53906241135864,17.3547756189279,5.8,4.418,1.98198031581358,-2.27403286613894,70.501,6200800,0.276539934558171,5.73215390739613,24.8348278708617,60.3324813787362,40.0,15.967514115536,72.8190933731491,0.144930005073547,69.1290283203125,27.0054702758789,88.0,3.82523989677429,28.26087,96.0,29.0,155.42,2.705726,70.908,8.71456337,13.9,-0.343923270702362,-0.5561683177948,-0.0506191477179527,-0.757978737354279,-0.104568757116795,0.188607335090637,28.4585905008509,4.0
El Salvador,SV,2017,2.24761908134138,17.7537510645061,4.5,4.385,2.01688451540263,-1.85990733613607,71.275,6213533,0.205133928097967,5.39300914080881,25.1714727339037,60.1160806255127,38.0,16.6770019364119,74.3046511916519,0.180779993534088,66.9067306518555,27.4678001403809,88.0,3.7252299785614,28.27102,96.8,33.8,152.539,,71.007,8.42286873,13.3,-0.38730189204216,-0.534349262714386,-0.169971138238907,-0.873291909694672,-0.263820260763168,0.154201969504356,29.0297643758665,4.0
El Salvador,SV,2018,2.4124442237792,18.128923536318,4.1,4.006,1.58620478716365,-3.30179306522223,72.023,6219807,0.100922206462958,5.13276852985202,25.0755067570813,60.111372226503,38.6,18.3715366715538,75.6336168879956,0.165309995412827,67.7265930175781,28.0338802337646,89.0,3.60575008392334,26.89473,97.0,43.8,151.669,2.58,71.384,8.322752,12.7,-0.489993751049042,-0.586434960365295,-0.0161868967115879,-0.930314421653748,-0.389159649610519,0.0289855431765318,28.9343737810256,3.0
El Salvador,SV,2019,2.43747159065784,18.0814504146774,3.0,4.17,2.59024369040438,-0.421693578525018,72.746,6222318,0.0403628806830014,5.1464335217926,25.3481437171191,59.9656859790917,38.8,18.3447949008115,76.0420130991468,0.174769997596741,66.0821228027344,28.3688907623291,89.0,3.38710999488831,,97.4,50.5,167.089,,71.725,8.80846119,12.2,-0.531079947948456,-0.537863314151764,-0.0379504486918449,-0.866013646125793,-0.120228312909603,0.117883883416653,29.9559096080003,1.0
El Salvador,SV,2020,-7.893101359867,18.3907750793602,,5.008,1.55101998611343,1.11030429654712,73.444,6234673,0.198362574897496,5.35480047301112,23.7247499015898,61.4622335450273,,17.2116179042815,66.4595069497083,0.162990003824234,66.2030334472656,30.8192100524902,90.0,3.66088008880615,,99.7,54.6,159.575,,70.244,8.95105076,11.7,-0.261266618967056,-0.577636420726776,-0.0852432101964951,-0.777085423469543,-0.1149922311306,0.0697045996785164,24.5267982788944,4.0
El Salvador,SV,2021,11.9047617015957,19.6896754276569,5.1,4.327,2.7560499827498,-4.30553038660689,74.118,6255782,0.338002420196154,4.81225514872015,24.1049005031825,60.1847458642557,39.0,23.3549127263788,81.8450759800765,0.162520006299019,66.0354766845703,30.1295890808105,,3.57766008377075,,97.9,61.8,176.973,,69.941,10.12668991,11.2,-0.34182408452034,-0.5537109375,-0.363843023777008,-0.866383194923401,-0.091492086648941,-0.060513261705637,28.7814953892726,2.0
El Salvador,SV,2022,2.95461516549889,21.1624556167344,5.2,2.999,0.0823187568481088,-6.7264305139644,74.767,6280319,0.39146192798287,4.55875283808156,23.7319470400488,60.4550594726346,38.8,24.4715740009765,88.7011093776867,0.142800003290176,65.3314666748047,31.2823791503906,,3.25634002685547,,100.0,65.5,183.249,2.7,71.969,9.84079742,10.8,-0.321259051561356,-0.642525255680084,-0.462724059820175,-0.742217719554901,-0.352474838495255,-0.371244877576828,32.433483149734,
El Salvador,SV,2023,3.5391566928735,20.7052378334102,4.6,2.992,1.89928827474734,-1.08652281339802,75.393,6309624,0.465531145369394,4.4504125664546,23.184509690748,60.761908362808,39.8,20.6846824919049,81.7147723425988,,65.7442016601562,32.2285118103027,90.0,3.17218995094299,,98.3,67.7,179.706,,72.099,,10.4,0.0504390224814415,-0.561315059661865,-0.307905405759811,-0.369357317686081,0.0023323998320847,-0.474436670541763,31.3971431390261,
El Salvador,SV,2024,2.60202016121069,,,2.839,2.61241857793703,-1.78863112269138,75.996,6338193,0.451762522948611,4.38040930910144,22.4383118205139,61.0366871615294,,20.3442333880768,84.6596461582312,,,,,,,,,,,,,,,,,,,,32.7607043808335,
Estonia,EE,2014,3.32278988182702,20.7046889899527,1.0,7.352,6.58511618123406,0.518408483980376,68.269,1314545,-0.262256175097854,3.11496161660999,24.1060210413845,59.8999341045038,34.6,26.727615908803,157.953944842229,1.43023002147675,107.685821533203,76.2024536132812,,4.39433002471924,,100.0,84.2,144.361,3.34592,77.0341463414634,6.36199951,3.4,1.01121234893799,1.29877054691315,1.67060923576355,1.36985957622528,0.780257880687714,1.17029809951782,80.5897352297357,44.0
Estonia,EE,2015,1.83815262882932,21.5659169044997,0.7,6.412,-3.06910519292015,1.46327360938589,68.416,1315407,0.0655525295417938,2.80642152865051,23.1154851402023,60.7172758310752,32.7,24.6409611018289,148.507157123558,1.4677699804306,108.18879699707,74.5832824707031,,5.14418983459473,,100.0,88.4,144.803,,77.590243902439,6.64135027,3.2,1.03593826293945,1.25537073612213,1.65832471847534,1.30050790309906,0.613857269287109,1.18691825866699,76.0344602333505,30.0
Estonia,EE,2016,3.09301920751959,21.6774027118622,0.6,6.882,3.7692325610639,0.996247381037253,68.563,1315790,0.0291122255540077,2.0715978609001,23.2340417592371,60.8286220187256,31.2,24.7023530937166,147.7462327097,1.24305999279022,111.596199035645,73.0334320068359,,5.15763998031616,11.26704,100.0,87.2,144.235,3.363489,77.6414634146342,6.70240974,3.0,1.05459797382355,1.23109316825867,1.68796372413635,1.19259226322174,0.662796258926392,1.20819759368896,75.4768621637455,29.0
Estonia,EE,2017,5.63467248963991,20.8680916555804,0.5,5.807,6.31892721219604,1.69970978175346,68.717,1317384,0.121070631466687,2.33885596628311,23.180862044638,61.1536734130969,30.4,25.9381976210924,144.635650944133,1.27684998512268,113.249786376953,72.1369781494141,,4.96131992340088,11.31153,100.0,88.1,144.557,,78.0926829268293,6.59727049,2.8,1.07229030132294,1.20263087749481,1.63404095172882,1.24847757816315,0.642370760440826,1.21454405784607,74.3055583828982,37.0
Estonia,EE,2018,3.69969756161726,20.8332765978306,0.4,5.412,4.08015832167199,0.56376163135316,68.88,1321977,0.348039137980543,2.04938469969066,23.288660554967,61.6254146608775,30.3,27.8503992212561,143.485224864735,1.40998995304108,112.759696960449,72.0659637451172,,5.23997020721436,,100.0,89.4,145.543,3.31,78.2439024390244,6.6912818,2.7,1.15055811405182,1.46850371360779,1.54483294487,1.20345735549927,0.580415546894073,1.19020283222198,72.9004951572088,24.0
Estonia,EE,2019,3.72664943466884,21.0626465669172,0.7,4.514,9.76819364646981,2.00905944057614,69.051,1326898,0.371554389037477,2.265648962634,22.313384878363,62.3217011004787,30.8,26.356088071314,140.352147998549,1.62057995796204,112.287200927734,72.7060317993164,,5.26041984558105,,100.0,90.2,147.047,,78.6463414634147,6.81699181,2.5,1.13976681232452,1.52524757385254,1.58012461662292,1.2427259683609,0.630197763442993,1.17930448055267,72.0191543549198,31.0
Estonia,EE,2020,-2.88380751483778,20.7215984585967,0.4,6.956,12.0147752855703,-2.7306242700292,69.229,1329522,0.197559185177642,1.93181527353408,21.7717078135052,63.9507885502749,30.7,29.6577202670176,137.392641283846,1.75314998626709,112.527702331543,72.0443572998047,,5.52696990966797,,100.0,89.1,144.832,,78.5951219512195,7.57906437,2.4,1.29900670051575,1.58082056045532,1.52953481674194,1.33508813381195,0.709816992282867,1.16718208789825,68.1545534058676,21.0
Estonia,EE,2021,7.15444676280146,21.7403923673014,0.3,6.178,20.306394906414,-3.72846855950514,69.415,1330932,0.105996956310127,1.92200021363011,22.6516169764727,62.9186705086177,31.8,30.4701833404119,160.394681627556,1.76766002178192,113.01091003418,73.1502075195312,99.870002746582,5.2632098197937,,100.0,91.0,148.74,,76.9439024390244,7.47860336,2.3,1.34329342842102,1.50660848617554,1.54799437522888,1.38935804367065,0.748589515686035,1.17938566207886,79.5461917889741,25.0
Estonia,EE,2022,0.0604305165130938,21.016686284165,0.5,5.571,4.89320122469428,-3.8979985471161,69.609,1348840,1.33655151148286,2.43515558146526,23.3390486819003,62.4826107650056,32.3,28.9736561167561,174.563994182116,1.78205001354218,112.551849365234,71.4251937866211,,,,100.0,91.5,152.271,3.6,77.8439024390244,6.98701143,2.2,1.34263217449188,1.54471278190613,1.5589644908905,1.42628395557404,0.727880895137787,1.20195424556732,86.6638366613108,
Estonia,EE,2023,-3.02303874520777,21.4214878231849,,6.378,12.9586916615566,-1.75017354585816,69.81,1370286,1.57745133607335,1.92665836505749,21.7421087380918,64.5405544292353,,27.694515970385,154.859244621649,,,,,,,100.0,93.2,150.196,,78.490243902439,,2.1,1.2634699344635,1.53812229633331,1.42964351177216,1.42638897895813,0.660533905029297,1.21992552280426,77.8577030027173,
