Country,CountryCode,Year,GDP_growth,Tax_revenue_percent_GDP,Poverty_rate,Unemployment_rate,FDI_percent_GDP,Current_account_balance_percent_GDP,Urbanization_rate,Population_total,Population_growth_rate,Agriculture_value_added_percent_GDP,Industry_value_added_percent_GDP,Services_value_added_percent_GDP,Gini_index,Gross_capital_formation_percent_GDP,Trade_percent_GDP,R&D_expenditure_percent_GDP,School_enrollment_secondary,School_enrollment_tertiary,Adult_literacy_rate,Education_expenditure_percent_GDP,Pupil_teacher_ratio_primary,Access_to_electricity_percent,Internet_users_per_100,Mobile_subscriptions_per_100,Logistics_Performance_Index,Life_expectancy,Health_expenditure_percent_GDP,Under5_mortality_rate,Gov_Effectiveness,Control_Corruption,Reg_Quality,Rule_of_Law,Political_Stability,Voice_Accountability,Exports_percent_GDP,Patent_applications_residents
Argentina,AR,2024,-1.71910514722377,,,7.876,1.80507987944047,0.992524625340439,92.579,45696159,0.345829819817895,5.98159930630507,23.9911813202287,53.35563483074,,15.7234475678136,28.1594014348782,,,,,,,,,,,,,,,,,,,,15.3342337389676,
Armenia,AM,2014,3.60000000058993,21.5991745525223,3.4,17.498,3.50211415457343,-7.76786633240124,63.112,3013800,-0.271712284863074,18.0720363470662,25.2705329463993,47.4130437470384,31.5,21.2830406859193,75.778866962639,0.241510003805161,84.9311065673828,44.411018371582,,2.24724006652832,,99.7,54.6,118.365,2.672723,74.8731707317073,10.17827892,15.4,-0.257329761981964,-0.565446794033051,0.15851990878582,-0.417726755142212,-0.297135800123215,-0.562132000923157,28.5603816555446,121.0
Armenia,AM,2015,3.19999999896625,20.931220827141,2.9,18.261,1.74473701796819,-2.66180705584758,63.085,3004600,-0.305729335573084,17.2231200318056,25.7086994351611,48.2126693907876,32.4,20.7305301265762,71.6820743427575,0.250019997358322,85.793701171875,45.4674301147461,,2.80591011047363,,100.0,59.1,118.599,,74.8707317073171,10.11762714,14.6,-0.331789612770081,-0.609746634960175,0.189176842570305,-0.462551325559616,-0.256798654794693,-0.536273837089539,29.7253912120334,113.0
Armenia,AM,2016,0.199999999825991,21.2773752756378,2.5,17.617,3.16536727816995,-0.956577968660234,63.082,2992300,-0.410212518071397,16.39047353385,25.5771330395605,49.9105094267778,32.5,18.0155086734171,76.0779674593548,0.233050003647804,,51.7460098266602,100.0,2.75812005996704,,99.8,64.3,117.671,2.205513,74.8682926829268,9.95194912,14.0,-0.31255441904068,-0.659795224666595,0.20515838265419,-0.160894498229027,-0.667951107025146,-0.579092621803284,33.7442798606396,125.0
Armenia,AM,2017,7.50000000164144,20.7806533587524,2.4,17.704,2.19257337687685,-1.26072402014699,63.103,2979400,-0.432038450211669,14.9942601242776,25.8095323791656,50.7652583569469,33.6,18.4217402148728,87.202376539837,0.227880001068115,,53.5907592773438,100.0,2.70759010314941,,99.7,64.7,119.676,,75.2170731707317,10.36270332,13.3,-0.251550018787384,-0.637015163898468,0.228397324681282,-0.209393918514252,-0.626211166381836,-0.560670435428619,38.2160456550464,107.0
Armenia,AM,2018,5.19999999965324,20.8701039031814,2.9,18.966,2.14204783415544,-7.2281230237955,63.149,2969000,-0.349674218173286,13.9423116554146,24.7565578476257,52.6163051198371,34.4,22.3997393267701,92.473107021212,0.188759997487068,88.5765686035156,56.1650505065918,,2.25586795806885,15.41859,99.9,68.2,123.0,2.61,75.619512195122,10.00543404,12.7,-0.170582666993141,-0.409369438886642,0.350590288639069,-0.197214365005493,-0.451066911220551,-0.130965158343315,39.3928940286073,101.0
Armenia,AM,2019,7.59999999853918,22.2851709900772,2.4,18.304,0.736361516844353,-7.05686573000043,63.219,2962500,-0.219168932037313,11.5256107379588,24.9716084573435,53.9731853016919,30.0,17.4085294108567,96.1141541288708,0.178540006279945,93.6171493530273,53.3068199157715,,2.57191228866577,,100.0,66.5,124.614,,76.2219512195122,11.3798008,12.1,-0.226045966148376,-0.227039858698845,0.242604270577431,-0.177464514970779,-0.420024991035461,0.0547882094979286,41.3508013620849,112.0
Armenia,AM,2020,-7.19999999920631,21.8604192761626,1.5,18.175,0.463408850763634,-3.99777390668494,63.313,2961500,-0.0337609726366775,11.3498051554549,26.8172956979296,53.2412027973394,25.1,19.663832943599,69.4888075396076,0.209199994802475,94.89111328125,53.3061294555664,100.0,2.70555996894836,,100.0,76.5,120.682,,73.3756097560976,12.24056244,11.6,-0.304547429084778,-0.003474973840639,0.238748028874397,-0.125831425189972,-0.77164489030838,0.0473478920757771,29.7649869151934,63.0
Armenia,AM,2021,5.80000000065645,22.0010047423132,2.1,15.469,2.64030281211345,-3.47997395796116,63.431,2962300,0.0270096898904032,11.3435484176857,26.3643404113901,53.0783701392799,27.9,22.9638762261581,79.6698888228399,0.205569997429848,97.3015594482422,58.7563095092773,,2.76784992218018,,100.0,78.6,125.395,,72.2780487804878,12.32268524,11.0,-0.282197445631027,0.0486846454441547,0.131828442215919,-0.119838461279869,-0.804041028022766,0.0541607961058617,35.9064399901267,40.0
Armenia,AM,2022,12.5999999997766,21.8271552378304,1.9,13.379,4.99991586140552,0.331693235139525,63.573,2969200,0.2326562627468,10.1467039255683,25.4370966437794,55.6162023383919,27.9,22.3786193446026,101.41077826094,0.209549993276596,96.8645629882812,59.8064498901367,,2.4918999671936,,100.0,77.0,130.54,2.5,74.7658536585366,9.96212864,10.5,-0.314792364835739,0.0279071740806103,-0.0190788023173809,-0.169515803456306,-0.740756273269653,0.0903258174657822,50.2249804603907,
Armenia,AM,2023,8.29999999959539,22.4818625824234,1.9,13.245,2.40957864494139,-2.3097864408313,63.739,2964300,-0.165163937436499,8.48155989918731,23.3745392421065,59.4303162694016,27.2,21.2953732476126,119.714642963872,0.181150004267693,95.1246490478516,61.1857986450195,,0.242599993944168,,100.0,80.0,134.52,,77.4658536585366,,10.0,-0.184129968285561,0.0583996474742889,0.047635018825531,-0.122017979621887,-0.829278230667114,0.0767075568437576,59.4520856749187,
Armenia,AM,2024,5.90000000046228,,,13.329,0.537160389243698,-3.86668290126969,63.929,3033500,2.30761515133256,7.92445989257468,23.2161240688276,61.4636716872585,,22.1719010251427,152.14022908423,,,,,,,,,,,,,,,,,,,,76.3471180026783,
